Trade #,Type,Signal,Date/Time,Price EUR,Contracts,Profit EUR,Profit %,Cum. Profit EUR,Cum. Profit %,Run-up EUR,Run-up %,Drawdown EUR,Drawdown %
326,Entry Short,Short Keltner Span=0.0231806468,2019-08-22 05:00,1.1038,89872,1067.48,1.08,269.59,1.08,1068.48,1.08,297.58,0.3
325,Exit Short,Close entry(s) order Short,2019-08-20 05:00,1.0964,91397,-504.68,-0.51,-797.89,-0.51,337.17,0.34,823.57,0.83
325,Entry Short,Short Keltner Span=0.0236095111,2019-08-15 05:00,1.0909,91397,-504.68,-0.51,-797.89,-0.51,337.17,0.34,823.57,0.83
324,Exit Long,Close entry(s) order Long,2019-08-12 01:00,1.0788,92424,164.36,0.17,-293.21,0.17,322.48,0.32,1211.75,1.22
324,Entry Long,Long Keltner Span=0.0200472292,2019-08-09 09:00,1.0770,92424,164.36,0.17,-293.21,0.17,322.48,0.32,1211.75,1.22
323,Exit Long,Close entry(s) order Long,2019-08-06 09:00,1.0847,91770,43.89,0.04,-457.57,0.04,714.81,0.72,322.20,0.32
323,Entry Long,Long Keltner Span=0.0186456687,2019-08-05 09:00,1.0842,91770,43.89,0.04,-457.57,0.04,714.81,0.72,322.20,0.32
322,Exit Long,Stop Long,2019-08-05 09:00,1.0863,91594,-1375.91,-1.36,-501.45,-1.36,63.12,0.06,1374.91,1.36
322,Entry Long,Long Keltner Span=0.0149895248,2019-07-29 05:00,1.1013,91594,-1375.91,-1.36,-501.45,-1.36,63.12,0.06,1374.91,1.36
321,Exit Long,Close entry(s) order Long,2019-05-26 21:00,1.1364,88767,415.20,0.41,874.46,0.41,513.85,0.51,178.53,0.18
321,Entry Long,Long Keltner Span=0.0162061703,2019-05-22 05:00,1.1317,88767,415.20,0.41,874.46,0.41,513.85,0.51,178.53,0.18
320,Exit Long,Close entry(s) order Long,2019-05-21 09:00,1.1396,88138,-583.71,-0.58,459.25,-0.58,34.26,0.03,767.80,0.76
320,Entry Long,Long Keltner Span=0.0157347197,2019-05-15 13:00,1.1462,88138,-583.71,-0.58,459.25,-0.58,34.26,0.03,767.80,0.76
319,Exit Short,Close entry(s) order Short,2019-05-07 05:00,1.1672,85370,698.03,0.7,1042.96,0.7,827.09,0.82,146.13,0.15
319,Entry Short,Short Keltner Span=0.0140521982,2019-05-03 09:00,1.1754,85370,698.03,0.7,1042.96,0.7,827.09,0.82,146.13,0.15
318,Exit Short,Close entry(s) order Short,2019-03-26 05:00,1.1714,85714,-27.71,-0.03,344.93,-0.03,0,0,206.71,0.21
318,Entry Short,Short Keltner Span=0.0290235801,2019-03-26 05:00,1.1711,85714,-27.71,-0.03,344.93,-0.03,0,0,206.71,0.21
317,Exit Long,Close entry(s) order Long,2019-03-22 01:00,1.1586,86633,-27.99,-0.03,372.64,-0.03,154.94,0.15,1092.58,1.09
317,Entry Long,Long Keltner Span=0.0279352841,2019-03-20 13:00,1.1589,86633,-27.99,-0.03,372.64,-0.03,154.94,0.15,1092.58,1.09
316,Exit Short,Close entry(s) order Short,2019-03-13 13:00,1.1749,84648,158.83,0.16,400.63,0.16,159.83,0.16,280.34,0.28
316,Entry Short,Short Keltner Span=0.0249169661,2019-03-13 13:00,1.1768,84648,158.83,0.16,400.63,0.16,159.83,0.16,280.34,0.28
315,Exit Long,Close entry(s) order Long,2019-03-13 01:00,1.1629,86185,618.53,0.62,241.80,0.62,817.76,0.82,26.86,0.03
315,Entry Long,Long Keltner Span=0.0249169661,2019-03-12 13:00,1.1557,86185,618.53,0.62,241.80,0.62,817.76,0.82,26.86,0.03
314,Exit Short,Close entry(s) order Short,2019-03-01 05:00,1.1620,85920,-105.10,-0.11,-376.73,-0.11,0,0,989.08,0.99
314,Entry Short,Short Keltner Span=0.0179226785,2019-02-26 09:00,1.1608,85920,-105.10,-0.11,-376.73,-0.11,0,0,989.08,0.99
313,Exit Short,Close entry(s) order Short,2019-02-22 01:00,1.1479,86428,257.28,0.26,-271.63,0.26,310.14,0.31,251.64,0.25
313,Entry Short,Short Keltner Span=0.0189267438,2019-02-19 09:00,1.1509,86428,257.28,0.26,-271.63,0.26,310.14,0.31,251.64,0.25
312,Exit Short,Close entry(s) order Short,2019-01-29 01:00,1.1507,86928,-280.17,-0.28,-528.91,-0.28,155.47,0.16,1104.99,1.11
312,Entry Short,Short Keltner Span=0.0241366721,2019-01-23 05:00,1.1475,86928,-280.17,-0.28,-528.91,-0.28,155.47,0.16,1104.99,1.11
311,Exit Short,Close entry(s) order Short,2019-01-20 17:00,1.1307,88354,-81.52,-0.08,-248.74,-0.08,334.75,0.34,981.73,0.98
311,Entry Short,Short Keltner Span=0.0248776591,2019-01-16 05:00,1.1298,88354,-81.52,-0.08,-248.74,-0.08,334.75,0.34,981.73,0.98
310,Exit Short,Close entry(s) order Short,2019-01-15 13:00,1.1268,89641,-593.63,-0.59,-167.22,-0.59,608.56,0.61,798.80,0.8
310,Entry Short,Short Keltner Span=0.0207373375,2019-01-11 13:00,1.1202,89641,-593.63,-0.59,-167.22,-0.59,608.56,0.61,798.80,0.8
309,Exit Long,Close entry(s) order Long,2018-12-12 09:00,1.1118,90328,521.90,0.52,426.41,0.52,793.89,0.79,524.90,0.53
309,Entry Long,Long Keltner Span=0.0189929877,2018-12-10 05:00,1.1060,90328,521.90,0.52,426.41,0.52,793.89,0.79,524.90,0.53
308,Exit Long,Close entry(s) order Long,2018-11-22 05:00,1.1285,88529,369.82,0.37,-95.50,0.37,539.03,0.54,355.12,0.36
308,Entry Long,Long Keltner Span=0.0237062024,2018-11-19 05:00,1.1243,88529,369.82,0.37,-95.50,0.37,539.03,0.54,355.12,0.36
307,Exit Long,Close entry(s) order Long,2018-11-15 05:00,1.1307,88030,-195.67,-0.2,-465.32,-0.2,148.65,0.15,361.92,0.36
307,Entry Long,Long Keltner Span=0.0191333363,2018-11-15 01:00,1.1329,88030,-195.67,-0.2,-465.32,-0.2,148.65,0.15,361.92,0.36
306,Exit Short,Close entry(s) order Short,2018-11-09 09:00,1.1448,87946,-476.91,-0.48,-269.65,-0.48,280.43,0.28,968.41,0.97
306,Entry Short,Short Keltner Span=0.0161710047,2018-11-01 09:00,1.1394,87946,-476.91,-0.48,-269.65,-0.48,280.43,0.28,968.41,0.97
305,Exit Short,Close entry(s) order Short,2018-10-11 21:00,1.1413,88390,-337.88,-0.34,207.26,-0.34,202.30,0.2,778.83,0.77
305,Entry Short,Short Keltner Span=0.0164495595,2018-10-05 09:00,1.1375,88390,-337.88,-0.34,207.26,-0.34,202.30,0.2,778.83,0.77
304,Exit Long,Close entry(s) order Long,2018-09-25 09:00,1.1189,89861,537.17,0.54,545.14,0.54,592.08,0.59,144.78,0.14
304,Entry Long,Long Keltner Span=0.0151381282,2018-09-21 05:00,1.1129,89861,537.17,0.54,545.14,0.54,592.08,0.59,144.78,0.14
303,Exit Short,Close entry(s) order Short,2018-09-14 01:00,1.1214,89253,-46.63,-0.05,7.97,-0.05,427.41,0.43,482.97,0.48
303,Entry Short,Short Keltner Span=0.0169928368,2018-09-07 09:00,1.1209,89253,-46.63,-0.05,7.97,-0.05,427.41,0.43,482.97,0.48
302,Exit Long,Close entry(s) order Long,2018-08-09 21:00,1.1174,89527,660.50,0.66,54.60,0.66,786.84,0.79,260.63,0.26
302,Entry Long,Long Keltner Span=0.0131842466,2018-08-08 09:00,1.1100,89527,660.50,0.66,54.60,0.66,786.84,0.79,260.63,0.26
301,Exit Long,Close entry(s) order Long,2018-07-24 01:00,1.1216,88619,432.23,0.44,-605.90,0.44,504.13,0.51,71.90,0.07
301,Entry Long,Long Keltner Span=0.0155090288,2018-07-19 17:00,1.1167,88619,432.23,0.44,-605.90,0.44,504.13,0.51,71.90,0.07
300,Exit Long,Close entry(s) order Long,2018-04-24 05:00,1.1424,86627,136.60,0.14,-1038.13,0.14,328.18,0.33,321.52,0.33
300,Entry Long,Long Keltner Span=0.0159510741,2018-04-19 09:00,1.1408,86627,136.60,0.14,-1038.13,0.14,328.18,0.33,321.52,0.33
299,Exit Short,Close entry(s) order Short,2018-04-18 01:00,1.1473,84785,769.54,0.78,-1174.74,0.78,855.33,0.87,297.75,0.3
299,Entry Short,Short Keltner Span=0.0138834932,2018-04-13 01:00,1.1564,84785,769.54,0.78,-1174.74,0.78,855.33,0.87,297.75,0.3
298,Exit Short,Close entry(s) order Short,2018-03-26 05:00,1.1419,85871,-2.00,0,-1944.28,0,514.23,0.52,911.23,0.93
298,Entry Short,Short Keltner Span=0.0155951249,2018-03-19 05:00,1.1419,85871,-2.00,0,-1944.28,0,514.23,0.52,911.23,0.93
297,Exit Long,Close entry(s) order Long,2018-03-08 09:00,1.1215,87435,216.59,0.22,-1942.28,0.22,549.84,0.56,376.97,0.39
297,Entry Long,Long Keltner Span=0.0193351128,2018-03-02 09:00,1.1190,87435,216.59,0.22,-1942.28,0.22,549.84,0.56,376.97,0.39
296,Exit Short,Close entry(s) order Short,2018-02-08 13:00,1.1359,84984,652.38,0.67,-2158.87,0.67,874.34,0.9,60.49,0.06
296,Entry Short,Short Keltner Span=0.0200424898,2018-02-08 05:00,1.1436,84984,652.38,0.67,-2158.87,0.67,874.34,0.9,60.49,0.06
295,Exit Long,Close entry(s) order Long,2018-02-07 21:00,1.1328,85780,426.90,0.44,-2811.24,0.44,470.79,0.49,498.52,0.52
295,Entry Long,Long Keltner Span=0.0202002878,2018-02-05 09:00,1.1278,85780,426.90,0.44,-2811.24,0.44,470.79,0.49,498.52,0.52
294,Exit Short,Close entry(s) order Short,2018-01-25 13:00,1.1405,83929,518.36,0.54,-3238.14,0.54,712.40,0.74,336.72,0.35
294,Entry Short,Short Keltner Span=0.0164651196,2018-01-24 05:00,1.1467,83929,518.36,0.54,-3238.14,0.54,712.40,0.74,336.72,0.35
293,Exit Short,Close entry(s) order Short,2017-12-08 09:00,1.1394,83184,730.02,0.76,-3756.50,0.76,1072.07,1.12,192.32,0.2
293,Entry Short,Short Keltner Span=0.0231219791,2017-12-07 21:00,1.1482,83184,730.02,0.76,-3756.50,0.76,1072.07,1.12,192.32,0.2
292,Exit Short,Close entry(s) order Short,2017-12-05 01:00,1.1323,84227,65.38,0.07,-4486.52,0.07,453.83,0.48,733.77,0.77
292,Entry Short,Short Keltner Span=0.0214277104,2017-11-29 09:00,1.1331,84227,65.38,0.07,-4486.52,0.07,453.83,0.48,733.77,0.77
291,Exit Long,Close entry(s) order Long,2017-11-16 05:00,1.1207,85153,23.55,0.02,-4551.90,0.02,118.21,0.12,954.71,1
291,Entry Long,Long Keltner Span=0.0223852755,2017-11-14 01:00,1.1204,85153,23.55,0.02,-4551.90,0.02,118.21,0.12,954.71,1
290,Exit Short,Close entry(s) order Short,2017-11-02 05:00,1.1245,83647,683.91,0.72,-4575.45,0.72,793.65,0.84,1013.13,1.07
290,Entry Short,Short Keltner Span=0.023532565,2017-10-30 05:00,1.1327,83647,683.91,0.72,-4575.45,0.72,793.65,0.84,1013.13,1.07
289,Exit Long,Close entry(s) order Long,2017-10-20 09:00,1.1189,84673,895.53,0.95,-5259.36,0.95,1023.54,1.09,43.34,0.05
289,Entry Long,Long Keltner Span=0.0190531179,2017-10-19 21:00,1.1083,84673,895.53,0.95,-5259.36,0.95,1023.54,1.09,43.34,0.05
288,Exit Long,Close entry(s) order Long,2017-10-09 05:00,1.1210,83701,81.70,0.09,-6154.89,0.09,224.99,0.24,712.46,0.76
288,Entry Long,Long Keltner Span=0.0205828964,2017-10-05 05:00,1.1200,83701,81.70,0.09,-6154.89,0.09,224.99,0.24,712.46,0.76
287,Exit Short,Close entry(s) order Short,2017-09-22 01:00,1.1304,81897,587.66,0.63,-6236.59,0.63,637.80,0.68,17.38,0.02
287,Entry Short,Short Keltner Span=0.0244013011,2017-09-21 13:00,1.1376,81897,587.66,0.63,-6236.59,0.63,637.80,0.68,17.38,0.02
286,Exit Short,Stop Short,2017-09-15 05:00,1.1389,84026,-1262.39,-1.34,-6824.25,-1.34,99.83,0.11,1261.39,1.34
286,Entry Short,Short Keltner Span=0.0195798145,2017-09-14 05:00,1.1239,84026,-1262.39,-1.34,-6824.25,-1.34,99.83,0.11,1261.39,1.34
285,Exit Short,Stop Short,2017-09-14 05:00,1.1234,86371,-1297.56,-1.36,-5561.86,-1.36,206.29,0.22,1296.57,1.35
285,Entry Short,Short Keltner Span=0.0186163142,2017-09-12 01:00,1.1084,86371,-1297.56,-1.36,-5561.86,-1.36,206.29,0.22,1296.57,1.35
284,Exit Long,Close entry(s) order Long,2017-08-30 01:00,1.0812,88530,-187.91,-0.2,-4264.29,-0.2,423.94,0.44,815.48,0.85
284,Entry Long,Long Keltner Span=0.017298603,2017-08-23 13:00,1.0833,88530,-187.91,-0.2,-4264.29,-0.2,423.94,0.44,815.48,0.85
283,Exit Long,Close entry(s) order Long,2017-08-03 09:00,1.1057,86723,-88.72,-0.09,-4076.38,-0.09,85.72,0.09,148.43,0.15
283,Entry Long,Long Keltner Span=0.018785132,2017-08-03 09:00,1.1067,86723,-88.72,-0.09,-4076.38,-0.09,85.72,0.09,148.43,0.15
282,Exit Long,Close entry(s) order Long,2017-07-26 01:00,1.1191,85772,-499.48,-0.52,-3987.66,-0.52,650.87,0.67,1167.50,1.21
282,Entry Long,Long Keltner Span=0.0213381899,2017-07-18 09:00,1.1249,85772,-499.48,-0.52,-3987.66,-0.52,650.87,0.67,1167.50,1.21
281,Exit Short,Close entry(s) order Short,2017-07-17 17:00,1.1348,84077,544.50,0.57,-3488.18,0.57,688.43,0.72,185.97,0.19
281,Entry Short,Short Keltner Span=0.021618506,2017-07-14 13:00,1.1413,84077,544.50,0.57,-3488.18,0.57,688.43,0.72,185.97,0.19
280,Exit Long,Close entry(s) order Long,2017-07-12 09:00,1.1292,84987,711.89,0.75,-4032.68,0.75,874.37,0.92,298.45,0.31
280,Entry Long,Long Keltner Span=0.0178615721,2017-07-11 09:00,1.1208,84987,711.89,0.75,-4032.68,0.75,874.37,0.92,298.45,0.31
279,Exit Long,Close entry(s) order Long,2017-06-13 09:00,1.1375,83741,366.46,0.39,-4744.57,0.39,828.04,0.87,461.58,0.49
279,Entry Long,Long Keltner Span=0.0246073014,2017-06-08 21:00,1.1331,83741,366.46,0.39,-4744.57,0.39,828.04,0.87,461.58,0.49
278,Exit Long,Close entry(s) order Long,2017-05-29 21:00,1.1526,82326,434.33,0.46,-5111.03,0.46,443.56,0.47,379.70,0.4
278,Entry Long,Long Keltner Span=0.0188770341,2017-05-26 01:00,1.1473,82326,434.33,0.46,-5111.03,0.46,443.56,0.47,379.70,0.4
277,Exit Long,Close entry(s) order Long,2017-05-24 01:00,1.1616,81315,428.97,0.46,-5545.36,0.46,495.02,0.53,334.39,0.36
277,Entry Long,Long Keltner Span=0.0206925989,2017-05-22 05:00,1.1563,81315,428.97,0.46,-5545.36,0.46,495.02,0.53,334.39,0.36
276,Exit Long,Close entry(s) order Long,2017-05-18 01:00,1.1724,80200,479.20,0.51,-5974.33,0.51,520.30,0.56,474.18,0.51
276,Entry Long,Long Keltner Span=0.0198819035,2017-05-16 01:00,1.1664,80200,479.20,0.51,-5974.33,0.51,520.30,0.56,474.18,0.51
275,Exit Long,Close entry(s) order Long,2017-04-27 01:00,1.1840,79009,274.53,0.29,-6453.53,0.29,299.23,0.32,696.28,0.75
275,Entry Long,Long Keltner Span=0.0212019813,2017-04-23 17:00,1.1805,79009,274.53,0.29,-6453.53,0.29,299.23,0.32,696.28,0.75
274,Exit Short,Close entry(s) order Short,2017-04-18 09:00,1.1964,78539,-347.57,-0.37,-6728.06,-0.37,85.39,0.09,637.17,0.68
274,Entry Short,Short Keltner Span=0.0182194899,2017-04-18 05:00,1.1920,78539,-347.57,-0.37,-6728.06,-0.37,85.39,0.09,637.17,0.68
273,Exit Short,Close entry(s) order Short,2017-04-03 21:00,1.1664,80450,-114.63,-0.12,-6380.49,-0.12,167.95,0.18,1095.12,1.17
273,Entry Short,Short Keltner Span=0.0232833384,2017-03-30 09:00,1.1650,80450,-114.63,-0.12,-6380.49,-0.12,167.95,0.18,1095.12,1.17
272,Exit Long,Close entry(s) order Long,2017-03-15 01:00,1.1481,81643,-132.63,-0.14,-6265.86,-0.14,382.72,0.41,997.04,1.06
272,Entry Long,Long Keltner Span=0.0221161608,2017-03-09 01:00,1.1497,81643,-132.63,-0.14,-6265.86,-0.14,382.72,0.41,997.04,1.06
271,Exit Long,Stop Long,2017-03-08 05:00,1.1501,81617,-1226.26,-1.29,-6133.23,-1.29,349.95,0.37,1225.26,1.29
271,Entry Long,Long Keltner Span=0.0241567722,2017-03-01 13:00,1.1651,81617,-1226.26,-1.29,-6133.23,-1.29,349.95,0.37,1225.26,1.29
270,Exit Short,Close entry(s) order Short,2017-02-22 21:00,1.1780,79998,429.99,0.45,-4906.98,0.45,518.99,0.55,528.99,0.56
270,Entry Short,Short Keltner Span=0.0238422519,2017-02-21 13:00,1.1834,79998,429.99,0.45,-4906.98,0.45,518.99,0.55,528.99,0.56
269,Exit Long,Close entry(s) order Long,2017-02-06 21:00,1.1636,81354,299.01,0.32,-5336.96,0.32,381.36,0.4,285.74,0.3
269,Entry Long,Long Keltner Span=0.0282923845,2017-02-03 09:00,1.1599,81354,299.01,0.32,-5336.96,0.32,381.36,0.4,285.74,0.3
268,Exit Short,Close entry(s) order Short,2017-01-30 01:00,1.1712,80578,-10.06,-0.01,-5635.97,-0.01,208.50,0.22,750.38,0.8
268,Entry Short,Short Keltner Span=0.0279475606,2017-01-25 05:00,1.1711,80578,-10.06,-0.01,-5635.97,-0.01,208.50,0.22,750.38,0.8
267,Exit Short,Close entry(s) order Short,2017-01-18 05:00,1.1512,81147,476.77,0.51,-5625.92,0.51,688.75,0.73,163.29,0.17
267,Entry Short,Short Keltner Span=0.027406694,2017-01-17 09:00,1.1571,81147,476.77,0.51,-5625.92,0.51,688.75,0.73,163.29,0.17
266,Exit Long,Close entry(s) order Long,2017-01-17 05:00,1.1534,81410,1658.76,1.8,-6102.68,1.8,1757.46,1.91,277.79,0.3
266,Entry Long,Long Keltner Span=0.0262052155,2017-01-15 17:00,1.1330,81410,1658.76,1.8,-6102.68,1.8,1757.46,1.91,277.79,0.3
265,Exit Long,Stop Long,2017-01-15 17:00,1.1310,81555,-1551.54,-1.65,-7761.45,-1.65,496.49,0.53,1550.55,1.65
265,Entry Long,Long Keltner Span=0.0268428745,2017-01-11 05:00,1.1500,81555,-1551.54,-1.65,-7761.45,-1.65,496.49,0.53,1550.55,1.65
264,Exit Long,Stop Long,2017-01-10 01:00,1.1429,82064,-1232.96,-1.3,-6209.90,-1.3,81.06,0.09,1231.96,1.3
264,Entry Long,Long Keltner Span=0.0243025611,2017-01-08 21:00,1.1579,82064,-1232.96,-1.3,-6209.90,-1.3,81.06,0.09,1231.96,1.3
263,Exit Long,Close entry(s) order Long,2016-12-30 09:00,1.1710,81147,444.31,0.47,-4976.94,0.47,704.98,0.75,901.73,0.95
263,Entry Long,Long Keltner Span=0.0238522867,2016-12-29 17:00,1.1655,81147,444.31,0.47,-4976.94,0.47,704.98,0.75,901.73,0.95
262,Exit Long,Close entry(s) order Long,2016-12-28 09:00,1.1773,80336,-98.40,-0.1,-5421.25,-0.1,0,0,643.69,0.68
262,Entry Long,Long Keltner Span=0.0291493443,2016-12-22 09:00,1.1785,80336,-98.40,-0.1,-5421.25,-0.1,0,0,643.69,0.68
261,Exit Short,Close entry(s) order Short,2016-12-14 01:00,1.1909,79308,109.03,0.12,-5322.85,0.12,498.64,0.53,500.64,0.53
261,Entry Short,Short Keltner Span=0.0368439899,2016-12-09 09:00,1.1923,79308,109.03,0.12,-5322.85,0.12,498.64,0.53,500.64,0.53
260,Exit Long,Close entry(s) order Long,2016-12-08 05:00,1.1816,80021,766.20,0.82,-5431.88,0.82,1007.26,1.07,305.08,0.33
260,Entry Long,Long Keltner Span=0.0356481356,2016-12-07 13:00,1.1720,80021,766.20,0.82,-5431.88,0.82,1007.26,1.07,305.08,0.33
259,Exit Short,Close entry(s) order Short,2016-12-05 09:00,1.1811,77747,985.39,1.06,-6198.08,1.06,1196.30,1.29,794.02,0.86
259,Entry Short,Short Keltner Span=0.0329699552,2016-12-01 05:00,1.1938,77747,985.39,1.06,-6198.08,1.06,1196.30,1.29,794.02,0.86
258,Exit Short,Close entry(s) order Short,2016-11-25 01:00,1.1766,78366,303.63,0.33,-7183.47,0.33,727.80,0.79,102.88,0.11
258,Entry Short,Short Keltner Span=0.0339472718,2016-11-23 09:00,1.1805,78366,303.63,0.33,-7183.47,0.33,727.80,0.79,102.88,0.11
257,Exit Short,Close entry(s) order Short,2016-11-21 09:00,1.1761,79112,-263.07,-0.28,-7487.10,-0.28,0,0,380.74,0.41
257,Entry Short,Short Keltner Span=0.0328872491,2016-11-21 09:00,1.1728,79112,-263.07,-0.28,-7487.10,-0.28,0,0,380.74,0.41
256,Exit Short,Close entry(s) order Short,2016-11-18 05:00,1.1627,79623,93.55,0.1,-7224.03,0.1,484.70,0.52,693.72,0.75
256,Entry Short,Short Keltner Span=0.0347770221,2016-11-16 09:00,1.1639,79623,93.55,0.1,-7224.03,0.1,484.70,0.52,693.72,0.75
255,Exit Long,Close entry(s) order Long,2016-11-09 09:00,1.1350,81659,2112.97,2.33,-7317.57,2.33,2595.76,2.87,25.50,0.03
255,Entry Long,Long Keltner Span=0.0267697572,2016-11-08 21:00,1.1091,81659,2112.97,2.33,-7317.57,2.33,2595.76,2.87,25.50,0.03
254,Exit Short,Close entry(s) order Short,2016-11-08 09:00,1.1240,80535,22.16,0.02,-9430.54,0.02,450.00,0.5,379.51,0.42
254,Entry Short,Short Keltner Span=0.0267639921,2016-11-03 05:00,1.1243,80535,22.16,0.02,-9430.54,0.02,450.00,0.5,379.51,0.42
253,Exit Long,Close entry(s) order Long,2016-11-02 05:00,1.1106,81530,421.96,0.47,-9452.70,0.47,626.78,0.7,49.92,0.06
253,Entry Long,Long Keltner Span=0.0270972742,2016-11-01 17:00,1.1054,81530,421.96,0.47,-9452.70,0.47,626.78,0.7,49.92,0.06
252,Exit Short,Close entry(s) order Short,2016-10-20 05:00,1.1170,80319,206.83,0.23,-9874.66,0.23,906.60,1.01,314.24,0.35
252,Entry Short,Short Keltner Span=0.0320446591,2016-10-18 09:00,1.1196,80319,206.83,0.23,-9874.66,0.23,906.60,1.01,314.24,0.35
251,Exit Long,Close entry(s) order Long,2016-10-14 01:00,1.1085,81118,363.03,0.41,-10081.49,0.41,566.83,0.63,130.79,0.15
251,Entry Long,Long Keltner Span=0.0348994377,2016-10-12 21:00,1.1040,81118,363.03,0.41,-10081.49,0.41,566.83,0.63,130.79,0.15
250,Exit Long,Stop Long,2016-10-07 05:00,1.0988,81503,-1224.54,-1.35,-10444.52,-1.35,740.68,0.82,1223.55,1.35
250,Entry Long,Long Keltner Span=0.0245785977,2016-10-06 17:00,1.1138,81503,-1224.54,-1.35,-10444.52,-1.35,740.68,0.82,1223.55,1.35
249,Exit Long,Stop Long,2016-10-06 17:00,1.1158,81359,-1222.38,-1.33,-9219.97,-1.33,340.71,0.37,1221.39,1.33
249,Entry Long,Long Keltner Span=0.0249406641,2016-10-06 05:00,1.1308,81359,-1222.38,-1.33,-9219.97,-1.33,340.71,0.37,1221.39,1.33
248,Exit Long,Stop Long,2016-10-05 01:00,1.1308,81361,-1222.41,-1.31,-7997.59,-1.31,177.99,0.19,1221.42,1.31
248,Entry Long,Long Keltner Span=0.024020088,2016-10-03 01:00,1.1458,81361,-1222.41,-1.31,-7997.59,-1.31,177.99,0.19,1221.42,1.31
247,Exit Long,Close entry(s) order Long,2016-09-27 09:00,1.1601,80360,512.30,0.55,-6775.17,0.55,609.74,0.66,547.45,0.59
247,Entry Long,Long Keltner Span=0.0227733176,2016-09-23 05:00,1.1537,80360,512.30,0.55,-6775.17,0.55,609.74,0.66,547.45,0.59
246,Exit Long,Close entry(s) order Long,2016-09-22 09:00,1.1667,79466,-41.73,-0.04,-7287.48,-0.04,340.70,0.37,708.25,0.76
246,Entry Long,Long Keltner Span=0.0243119013,2016-09-16 09:00,1.1672,79466,-41.73,-0.04,-7287.48,-0.04,340.70,0.37,708.25,0.76
245,Exit Long,Close entry(s) order Long,2016-09-14 17:00,1.1791,78666,375.60,0.41,-7245.74,0.41,494.60,0.54,339.26,0.37
245,Entry Long,Long Keltner Span=0.0228009346,2016-09-13 17:00,1.1743,78666,375.60,0.41,-7245.74,0.41,494.60,0.54,339.26,0.37
244,Exit Short,Close entry(s) order Short,2016-09-07 05:00,1.1895,77780,-72.00,-0.08,-7621.34,-0.08,387.90,0.42,864.36,0.93
244,Entry Short,Short Keltner Span=0.023224444,2016-09-01 01:00,1.1886,77780,-72.00,-0.08,-7621.34,-0.08,387.90,0.42,864.36,0.93
243,Exit Short,Close entry(s) order Short,2016-08-30 01:00,1.1710,78789,92.55,0.1,-7549.34,0.1,408.70,0.44,481.61,0.52
243,Entry Short,Short Keltner Span=0.0265452875,2016-08-24 01:00,1.1722,78789,92.55,0.1,-7549.34,0.1,408.70,0.44,481.61,0.52
242,Exit Long,Close entry(s) order Long,2016-08-18 01:00,1.1631,79407,1038.23,1.14,-7641.89,1.14,1102.76,1.21,286.87,0.31
242,Entry Long,Long Keltner Span=0.0289825922,2016-08-15 05:00,1.1500,79407,1038.23,1.14,-7641.89,1.14,1102.76,1.21,286.87,0.31
241,Exit Long,Stop Long,2016-08-15 05:00,1.1551,79058,-1187.87,-1.28,-8680.12,-1.28,307.33,0.33,1186.87,1.28
241,Entry Long,Long Keltner Span=0.0322321966,2016-08-09 01:00,1.1701,79058,-1187.87,-1.28,-8680.12,-1.28,307.33,0.33,1186.87,1.28
240,Exit Long,Close entry(s) order Long,2016-08-04 09:00,1.1776,78557,5.86,0.01,-7492.25,0.01,218.96,0.24,63.85,0.07
240,Entry Long,Long Keltner Span=0.0344373341,2016-08-04 05:00,1.1775,78557,5.86,0.01,-7492.25,0.01,218.96,0.24,63.85,0.07
239,Exit Long,Close entry(s) order Long,2016-08-02 05:00,1.1841,78094,-9.81,-0.01,-7498.10,-0.01,553.47,0.6,532.04,0.58
239,Entry Long,Long Keltner Span=0.038411384,2016-07-28 09:00,1.1842,78094,-9.81,-0.01,-7498.10,-0.01,553.47,0.6,532.04,0.58
238,Exit Short,Close entry(s) order Short,2016-07-15 09:00,1.1928,77132,252.54,0.27,-7488.29,0.27,623.77,0.68,1096.27,1.19
238,Entry Short,Short Keltner Span=0.0497156214,2016-07-14 05:00,1.1961,77132,252.54,0.27,-7488.29,0.27,623.77,0.68,1096.27,1.19
237,Exit Short,Stop Short,2016-07-12 17:00,1.2019,78726,-1182.89,-1.27,-7740.83,-1.27,258.80,0.28,1181.89,1.26
237,Entry Short,Short Keltner Span=0.0470676807,2016-07-12 01:00,1.1869,78726,-1182.89,-1.27,-7740.83,-1.27,258.80,0.28,1181.89,1.26
236,Exit Long,Stop Long,2016-06-23 21:00,1.2645,73897,-1110.45,-1.17,-6557.94,-1.17,257.64,0.27,1109.46,1.17
236,Entry Long,Long Keltner Span=0.0374109199,2016-06-23 17:00,1.2795,73897,-1110.45,-1.17,-6557.94,-1.17,257.64,0.27,1109.46,1.17
235,Exit Short,Stop Short,2016-06-20 09:00,1.2978,74580,-1120.70,-1.17,-5447.48,-1.17,133.24,0.14,1119.70,1.17
235,Entry Short,Short Keltner Span=0.0331864196,2016-06-19 17:00,1.2828,74580,-1120.70,-1.17,-5447.48,-1.17,133.24,0.14,1119.70,1.17
234,Exit Long,Close entry(s) order Long,2016-06-15 01:00,1.2645,75661,-123.06,-0.13,-4326.78,-0.13,188.15,0.2,1082.95,1.13
